order_id,customer_name,customer_email,order_date,updated_at,status,currency,amount
ORD-103311,Łukasz Thompson,łukasz.thompson7348@shop.example,03/31/2026,2026-03-31T03:08:43Z,completed,EUR,"1,940.76"
ORD-104674,Karen King,karen.king6180@acme.test,03/18/2026,2026-03-18T05:52:40Z,pending,USD,2053.37
ORD-109112,José Håkonsen,jose.hakonsen43@example.com,02/16/2026,2026-02-16T23:49:12Z,shipped,USD,1864.49
ORD-101507,Mark Jones,mark.jones3279@example.com,25 Mar 2026,2026-03-25T09:31:01Z,shipped,USD,"1,532.61"
ORD-109804,Robert Nováková,robert.novakova1404@acme.test,05/02/2026,2026-05-02T10:53:55Z,shipped,USD,"2,316.80"
ORD-105834,Björn Öztürk,bjorn.ozturk7641@example.com,10/05/2025,2025-10-05T05:06:27Z,completed,USD,"$2,283.92"
ORD-100627,Michael Češka,miCHaeL.ČeŠka3362@mAiL.TEsT,03/10/2026,2026-03-10T10:09:49Z,pending,USD,1875.86
ORD-107946,Łukasz García,łukasz.garcia8801@acme.test,13 May 2026,2026-05-13T02:51:44Z,completed,USD,2271.18
ORD-105430,Richard Walker,richard.wAlKER7328@EXAmpLE.com,10 Apr 2026,2026-04-10T08:49:05Z,completed,USD,551.85
ORD-100465,José Moore,jose.moore9641@shop.example,2025-11-07,2025-11-07T19:55:49Z,shipped,USD,2039.62
ORD-106290,Élodie Young,elodie.young1140@shop.example,12/30/2025,2025-12-30T12:39:12Z,refunded,EUR,-694.00
ORD-107788,Patricia Miller,patricia.miller5911@shop.example,09/22/2025,2025-09-22T04:23:42Z,completed,USD,2473.17
ORD-106132,Karen Jones,karen.jones477@example.com,03 May 2026,2026-05-03T01:05:44Z,shipped,USD,$907.00
ORD-107701,Nancy Young,nancy.young7944@acme.test,10 Oct 2025,2025-10-10T10:33:43Z,completed,USD,"$1,716.16"
ORD-108496,Jennifer White,jennifer.white9090@acme.test,2026-05-25,2026-05-25T13:56:13Z,refunded,USD,$21.04
ORD-108714,Matthew Taylor,matthew.taylor115@shop.example,2026-02-09,2026-02-09T16:29:18Z,completed,USD,"$1,223.63"
ORD-104395,Thomas Moore,thomas.moore5898@acme.test,07/02/2025,2025-07-02T13:34:04Z,shipped,USD,"$2,447.88"
ORD-107973,James Williams,james.williams8657@example.com,02 May 2026,2026-05-02T17:02:56Z,shipped,USD,15.37
ORD-104920,Jessica Rodriguez,jessica.rodriguez7372@example.com,02/17/2026,2026-02-17T08:39:00Z,completed,USD,"1,828.30"
ORD-100732,David Miller,david.miller2533@mail.test,02/14/2026,2026-02-14T10:58:58Z,shipped,USD,"2,089.32"
ORD-103414,Matthew Müller,matthew.muller3557@acme.test,05 Jan 2026,2026-01-05T09:10:26Z,shipped,USD,"1,246.17"
ORD-109225,Barbara Lee,barbara.lee3574@acme.test,10 Oct 2025,2025-10-10T17:09:03Z,completed,USD,478.86
ORD-109274,Karen White,karen.white7049@mail.test,2025-10-07,2025-10-07T20:49:56Z,completed,USD,297.11
ORD-102517,Elizabeth García,elizabeth.garcia1712@mail.test,23 Feb 2026,2026-02-23T05:38:58Z,shipped,USD,"2,034.05"
ORD-101568,Łukasz Johnson,łukasz.johnson1494@mail.test,2025-10-06,2025-10-06T12:13:34Z,shipped,USD,$712.07
ORD-104451,Jessica García,jessica.garcia2077@example.com,03/06/2026,2026-03-06T20:49:21Z,completed,USD,1383.57
ORD-100793,Sandra Thompson,sandra.thompson4322@shop.example,02/28/2026,2026-02-28T08:47:23Z,shipped,USD,$437.49
ORD-107349,Łukasz Lewis,łukasz.lewis6487@example.com,21 Jun 2026,2026-06-21T08:03:16Z,pending,USD,1573.34
ORD-101301,Renée Harris,renee.harris3627@example.com,2026-01-22,2026-01-22T04:17:17Z,completed,USD,$584.48
ORD-102946,Nancy Garcia,nAncy.gARCIa6260@maIl.test,18 Jun 2026,2026-06-18T21:54:48Z,refunded,USD,-$52.94
ORD-107553,Björn Thompson,bjorn.thompson9751@acme.test,02/05/2026,2026-02-05T14:17:44Z,shipped,USD,"2,334.76"
ORD-103970,Patricia Clark,patricia.clark7358@acme.test,2025-08-27,2025-08-27T15:32:26Z,completed,USD,192.36
ORD-109289,José King,jose.king8480@mail.test,2025-10-13,2025-10-13T15:57:02Z,completed,USD,1563.23
ORD-101016,Sarah Lewis,sarah.lewis4047@acme.test,07/10/2025,2025-07-10T03:17:23Z,completed,EUR,112.18
ORD-107308,Robert Young,robert.young5861@example.com,2025-11-15,2025-11-15T11:02:14Z,completed,USD,820.37
ORD-107720,Jennifer Rodriguez,jennifer.rodriguez5975@example.com,11 May 2026,2026-05-11T04:05:46Z,shipped,USD,"$1,112.90"
ORD-106181,Linda Brown,linda.brown4125@acme.test,2026-05-12,2026-05-12T14:29:42Z,shipped,EUR,1739.83
ORD-102948,Élodie Lee,elodie.lee1316@acme.test,2026-01-17,2026-01-17T09:49:06Z,completed,USD,439.66
ORD-100466,Robert Anderson,robert.anderson8419@mail.test,07 Jun 2026,2026-06-07T09:28:11Z,completed,EUR,736.67
ORD-100888,Nancy Hall,nancy.hall6559@mail.test,2026-04-07,2026-04-07T07:30:47Z,completed,USD,$956.10
ORD-101022,Richard Young,richard.young9181@shop.example,24 Mar 2026,2026-03-24T04:02:08Z,cancelled,USD,"1,180.66"
ORD-102837,Karen Thompson,karen.thompson9751@mail.test,10/24/2025,2025-10-24T13:13:16Z,completed,USD,"$1,571.96"
ORD-103248,健太 Young,健太.young6550@ShoP.eXamplE,18 Mar 2026,2026-03-18T02:23:50Z,refunded,USD,-1388.18
ORD-106919,Barbara Češka,barbara.češka5125@shop.example,10 Nov 2025,2025-11-10T06:17:03Z,shipped,USD,153.02
ORD-108840,François Martin,françois.martin8045@shop.example,2025-08-12,2025-08-12T16:00:56Z,completed,USD,428.87
ORD-101019,健太 Češka,健太.češka3904@shop.example,2026-06-26,2026-06-26T00:51:34Z,shipped,USD,1011.76
ORD-103122,Thomas García,thomas.garcia1399@shop.example,08/19/2025,2025-08-19T20:52:09Z,completed,USD,572.72
ORD-102645,Sandra Wilson,sandra.wilson4566@mail.test,03/15/2026,2026-03-15T16:18:37Z,pending,USD,1861.39
ORD-108318,Linda Garcia,linDa.GArcIa9023@acme.TEst,20 Jun 2026,2026-06-20T17:15:14Z,completed,USD,970.58
ORD-102257,James Anderson,james.anderson8963@shop.example,18 Jan 2026,2026-01-18T03:57:57Z,completed,USD,"$1,444.27"
ORD-107842,Sarah Anderson,sarah.anderson8817@mail.test,11 Aug 2025,2025-08-11T08:40:05Z,completed,USD,$830.87
ORD-101123,美玲 Miller,美玲.miller7553@mail.test,2025-11-14,2025-11-14T05:43:19Z,refunded,USD,635.62
ORD-103072,Linda Miller,linda.miller5167@mail.test,08/28/2025,2025-08-28T16:36:53Z,pending,USD,1729.32
ORD-101118,Linda Češka,liNda.čEŠKA9469@mAIl.tEst,04/29/2026,2026-04-29T13:40:28Z,completed,USD,740.42
ORD-105504,Mark Rodriguez,mark.rodriguez4833@example.com,2026-01-27,2026-01-27T07:40:08Z,completed,USD,"$1,249.67"
ORD-103923,Jennifer King,jennifer.king2182@shop.example,2025-09-25,2025-09-25T11:52:36Z,completed,USD,$356.64
ORD-102206,François Young,françois.young3505@mail.test,09 Jan 2026,2026-01-09T15:35:27Z,completed,USD,"2,384.88"
ORD-105139,Renée Hall,renee.hall5101@mail.test,28 Jun 2026,2026-06-28T01:37:25Z,refunded,USD,$950.62
ORD-106805,Mark Clark,mark.clark5493@mail.test,22 Jun 2026,2026-06-22T20:31:34Z,completed,USD,1030.21
ORD-103438,Thomas Thomas,thomas.thomas8537@shop.example,2025-10-04,2025-10-04T05:12:16Z,pending,USD,2307.36
ORD-109599,Joseph Håkonsen,joseph.hakonsen7225@mail.test,15 Jan 2026,2026-01-15T19:22:51Z,completed,EUR,1492.13
ORD-105201,François Lee,françois.lee3978@example.com,10/07/2025,2025-10-07T15:22:36Z,pending,USD,"$2,339.65"
ORD-109275,Susan Harris,susan.harris8456@acme.test,08 Dec 2025,2025-12-08T05:31:26Z,completed,EUR,1710.58
ORD-108988,Matthew Brown,matthew.brown5461@acme.test,31 Aug 2025,2025-08-31T15:03:42Z,completed,USD,704.73
ORD-105342,Susan Rodriguez,susan.rodriguez4173@acme.test,03/20/2026,2026-03-20T13:23:22Z,completed,USD,"1,705.02"
ORD-101414,Karen Håkonsen,karen.hakonsen5416@shop.example,2025-09-13,2025-09-13T06:42:28Z,completed,USD,"1,336.57"
ORD-107245,Nguyễn Thomas,nguyễn.thomas8910@shop.example,04 Oct 2025,2025-10-04T13:51:14Z,completed,USD,822.87
ORD-105085,Jennifer Nováková,jennifer.novakova6134@acme.test,2025-12-26,2025-12-26T15:59:24Z,shipped,USD,1761.07
ORD-100111,José Davis,jose.davis480@internal-test.example,27 Jun 2026,2026-06-27T18:58:18Z,completed,USD,1839.30
ORD-109309,Łukasz Johnson,łuKasz.joHNSon3518@shop.eXample,21 Nov 2025,2025-11-21T21:07:54Z,completed,USD,"1,559.07"
ORD-105665,Joseph Jones,joseph.jones3422@example.com,03/10/2026,2026-03-10T13:17:40Z,completed,USD,"1,433.05"
ORD-100354,François Thompson,françois.thompson6940@acme.test,2025-07-30,2025-07-30T01:50:25Z,pending,EUR,1411.57
ORD-107606,Mary King,mary.king9295@example.com,10/13/2025,2025-10-13T14:54:52Z,pending,USD,"2,411.37"
ORD-108726,Matthew 陳,matthew.陳6978@shop.example,2026-03-22,2026-03-22T11:59:14Z,completed,EUR,"1,121.37"
ORD-105880,Barbara Češka,barbara.češka4672@shop.example,2025-07-13,2025-07-13T20:43:21Z,cancelled,USD,88.85
ORD-100087,Matthew Moore,matthew.moore660@example.com,02/01/2026,2026-02-01T23:34:03Z,pending,GBP,1982.17
ORD-102557,Jessica Öztürk,jessica.ozturk6825@example.com,01/31/2026,2026-01-31T05:23:50Z,completed,EUR,"1,244.23"
ORD-106615,Joseph Taylor,joseph.taylor4554@example.com,10/05/2025,2025-10-05T02:39:04Z,completed,EUR,1590.96
ORD-101554,Björn Garcia,bjorn.garcia655@mail.test,2026-01-20,2026-01-20T00:26:04Z,completed,USD,1222.67
ORD-102751,Mónica Taylor,monicA.tAyLoR4076@shoP.eXAmple,05/09/2026,2026-05-09T06:57:05Z,completed,USD,594.88
ORD-108151,Patricia Johnson,patRiciA.johNsOn6167@eXAMplE.COM,06 Nov 2025,2025-11-06T15:44:20Z,pending,EUR,521.87
ORD-107779,Søren 陳,soren.陳3674@example.com,12/14/2025,2025-12-14T16:57:36Z,cancelled,USD,2183.44
ORD-105929,John Young,john.young4976@acme.test,2025-11-16,2025-11-16T07:23:07Z,refunded,USD,-1590.58
ORD-101543,Lisa King,lisa.king8605@example.com,19 Apr 2026,2026-04-19T00:28:31Z,refunded,USD,"$1,429.71"
ORD-103095,Björn Lewis,bjorn.lewis5400@acme.test,30 Sep 2025,2025-09-30T06:50:47Z,cancelled,USD,"1,634.83"
ORD-108457,Nancy White,nancy.white1641@mail.test,16 Apr 2026,2026-04-16T23:21:08Z,cancelled,EUR,"2,162.90"
ORD-107174,Lisa Rodriguez,lisa.rodriguez8182@mail.test,2026-01-09,2026-01-09T05:09:23Z,completed,USD,1656.57
ORD-106508,Elizabeth Jones,elizabeth.jones2369@shop.example,2026-01-22,2026-01-22T15:12:18Z,cancelled,EUR,69.84
ORD-101797,François Müller,françois.muller9074@acme.test,2025-07-11,2025-07-11T04:39:05Z,completed,EUR,144.18
ORD-101774,Björn Harris,bjorn.harris9993@example.com,16 May 2026,2026-05-16T16:16:24Z,completed,USD,"1,787.84"
ORD-105766,Michael Allen,michael.allen6151@mail.test,2026-01-18,2026-01-18T05:52:58Z,completed,USD,560.57
ORD-101496,Richard Davis,richard.davis993@shop.example,2026-04-29,2026-04-29T17:12:52Z,pending,USD,2099.13
ORD-100498,Elizabeth Brown,elizabeth.brown4232@mail.test,17 May 2026,2026-05-17T01:57:36Z,refunded,USD,"$1,067.87"
ORD-101835,Richard Johnson,Richard.JoHnSon9260@EXAMple.Com,11/07/2025,2025-11-07T12:11:07Z,completed,USD,2257.87
ORD-103513,Patricia Thompson,patricia.thompson1302@mail.test,2025-07-17,2025-07-17T13:48:45Z,completed,USD,$869.10
ORD-100095,Nancy Johnson,nancy.johnson5326@acme.test,02/19/2026,2026-02-19T19:42:24Z,completed,GBP,481.68
ORD-105480,Renée Johnson,renee.johnson6311@shop.example,2025-07-27,2025-07-27T19:38:02Z,completed,USD,$623.92
ORD-105699,Susan Davis,susan.davis9037@mail.test,2025-12-15,2025-12-15T10:06:44Z,completed,USD,147.13
ORD-107066,健太 Garcia,健太.garcia949@mail.test,15 Feb 2026,2026-02-15T22:05:03Z,cancelled,USD,900.07
ORD-101611,Robert Müller,robert.muller2579@shop.example,03 Mar 2026,2026-03-03T19:18:08Z,shipped,USD,256.97
ORD-108193,Renée Taylor,renee.taylor6413@mail.test,2025-11-22,2025-11-22T15:37:52Z,shipped,USD,597.48
ORD-101246,Sandra Thompson,sandra.thompson8561@shop.example,13 Jan 2026,2026-01-13T00:18:07Z,completed,USD,1482.99
ORD-100918,Élodie Thompson,elodie.thompson3560@example.com,08 Jul 2025,2025-07-08T05:17:56Z,refunded,USD,"-2,002.17"
ORD-108959,Mary Anderson,mary.anderson146@mail.test,02/25/2026,2026-02-25T14:37:06Z,shipped,USD,960.26
ORD-108913,Nguyễn Češka,nguyễn.češka3720@shop.example,2025-09-13,2025-09-13T10:37:29Z,completed,USD,185.84
ORD-101248,Søren Smith,soren.smith6821@shop.example,24 Jun 2026,2026-06-24T04:10:33Z,completed,USD,19.68
ORD-101550,Robert Martinez,robert.martinez8354@mail.test,2026-05-21,2026-05-21T17:54:51Z,completed,USD,"$1,257.23"
ORD-109585,Mónica Williams,monica.williams3247@acme.test,2026-05-27,2026-05-27T08:40:16Z,refunded,USD,"2,204.49"
ORD-102105,Jennifer Öztürk,jenniFeR.OztURk1869@shoP.exAMpLe,10/07/2025,2025-10-07T15:26:57Z,refunded,USD,"$2,398.50"
ORD-103888,Søren Hall,soren.hall5468@mail.test,2026-06-07,2026-06-07T21:38:55Z,completed,USD,189.34
ORD-100992,Joseph Hall,joseph.hall2024@example.com,09 Oct 2025,2025-10-09T00:06:24Z,completed,USD,808.60
ORD-106444,Mary Johnson,mary.johnson4109@mail.test,20 Aug 2025,2025-08-20T01:01:48Z,completed,USD,194.43
ORD-101075,Mark Češka,mark.češka4251@mail.test,2025-08-10,2025-08-10T22:28:55Z,completed,EUR,"2,351.07"
ORD-101798,Linda 陳,linda.陳1038@mail.test,28 Mar 2026,2026-03-28T05:45:28Z,completed,USD,"$1,166.03"
ORD-100390,Zoë Martinez,zoe.martinez1275@shop.example,10/21/2025,2025-10-21T18:06:59Z,completed,USD,445.10
ORD-103030,Mary Håkonsen,mary.hakonsen3128@shop.example,2025-09-10,2025-09-10T15:59:16Z,pending,USD,149.08
ORD-103474,Barbara Young,barbara.young3043@example.com,31 Jul 2025,2025-07-31T11:42:48Z,pending,EUR,"1,062.71"
ORD-104752,François King,françois.king1759@example.com,01 May 2026,2026-05-01T17:56:44Z,completed,USD,59.25
ORD-107401,Björn Nováková,bjorn.novakova7286@example.com,07 May 2026,2026-05-07T17:26:24Z,completed,USD,"$1,700.45"
ORD-102933,Nguyễn Anderson,nguyễn.anderson5142@shop.example,07/16/2025,2025-07-16T17:27:44Z,shipped,USD,1849.53
ORD-103734,Richard Hall,richard.hall1351@acme.test,2026-05-16,2026-05-16T09:57:18Z,shipped,USD,2226.93
ORD-109484,Susan Öztürk,susan.ozturk8138@example.com,2025-11-10,2025-11-10T01:45:19Z,refunded,USD,946.30
ORD-103603,Barbara Smith,barbara.smith2711@mail.test,2026-05-25,2026-05-25T23:05:47Z,completed,EUR,890.92
ORD-107759,Sarah Johnson,sarah.johnson7671@mail.test,08/14/2025,2025-08-14T08:53:02Z,pending,USD,344.20
ORD-104982,Richard Allen,richard.allen2644@shop.example,11 Nov 2025,2025-11-11T07:35:12Z,completed,USD,"2,246.98"
ORD-106332,David Martinez,DaviD.MArtINez8900@ExAmPLe.com,14 Oct 2025,2025-10-14T13:44:10Z,completed,EUR,77.28
ORD-107243,Patricia Smith,pATRiCia.SmIth1940@AcME.test,22 Aug 2025,2025-08-22T04:24:07Z,completed,USD,1906.85
ORD-107466,Anthony Jones,anthony.jones1192@mail.test,07/03/2025,2025-07-03T11:52:19Z,completed,USD,2255.59
ORD-100365,Richard Håkonsen,richard.hakonsen2467@mail.test,02/12/2026,2026-02-12T18:31:49Z,completed,USD,615.78
ORD-104023,Zoë Thomas,zoe.thomas4814@acme.test,13 Mar 2026,2026-03-13T10:43:59Z,pending,USD,"$1,066.31"
ORD-100802,David Hall,david.hall4669@acme.test,01/03/2026,2026-01-03T00:54:13Z,shipped,USD,$409.05
ORD-106696,Élodie Thompson,eLOdie.ThOMpsOn9368@exAmple.cOM,2025-09-22,2025-09-22T08:38:10Z,completed,USD,834.72
ORD-101919,Robert Müller,robert.muller383@acme.test,2026-01-06,2026-01-06T11:29:54Z,shipped,USD,63.39
ORD-109170,John Lewis,john.lewis4043@mail.test,08 Jul 2025,2025-07-08T19:18:35Z,completed,USD,"1,408.33"
ORD-104154,Elizabeth Martinez,ElIzabeth.mArTiNEZ2790@aCmE.teST,10/07/2025,2025-10-07T15:36:57Z,shipped,USD,$199.68
ORD-102436,Lisa Taylor,lisa.taylor1112@example.com,17 Dec 2025,2025-12-17T11:01:04Z,completed,USD,1669.11
ORD-105506,Jennifer Davis,jennifer.davis9921@shop.example,2026-03-26,2026-03-26T01:49:53Z,completed,USD,"$1,412.01"
ORD-108105,Łukasz Nováková,łukasz.novakova5430@mail.test,04/05/2026,2026-04-05T14:35:10Z,completed,USD,1835.11
ORD-109293,Karen Håkonsen,karen.hakonsen8352@mail.test,20 Nov 2025,2025-11-20T01:08:59Z,refunded,USD,-$999.34
ORD-107514,Linda Smith,linda.smith8640@acme.test,25 Sep 2025,2025-09-25T07:27:37Z,completed,USD,174.95
ORD-103935,Patricia Anderson,patricia.anderson506@shop.example,07 Oct 2025,2025-10-07T21:31:39Z,pending,USD,$578.32
ORD-104389,Robert Nováková,robert.novakova5802@shop.example,02 Jan 2026,2026-01-02T11:35:01Z,refunded,EUR,451.70
ORD-109398,美玲 Martin,美玲.martin1251@example.com,07/26/2025,2025-07-26T09:32:38Z,shipped,EUR,"2,344.17"
ORD-105508,美玲 Taylor,美玲.taylor576@example.com,07/07/2025,2025-07-07T06:45:24Z,refunded,USD,"-1,170.05"
ORD-108263,Daniel Young,daniel.young4387@example.com,29 May 2026,2026-05-29T12:02:58Z,pending,USD,2345.68
ORD-108279,Björn King,bjorn.king1207@mail.test,10 Apr 2026,2026-04-10T02:26:52Z,cancelled,USD,936.96
ORD-100610,Zoë Jackson,zoe.jackson9648@mail.test,03/26/2026,2026-03-26T00:38:56Z,shipped,USD,"$1,163.34"
ORD-103187,David Young,dAVId.YoUNg4770@ExamplE.Com,06/24/2026,2026-06-24T23:01:05Z,completed,USD,963.59
ORD-107790,Susan Wilson,susan.wilson9413@example.com,2026-04-24,2026-04-24T22:33:33Z,pending,EUR,719.51
ORD-101924,Elizabeth 陳,elizabeth.陳8393@shop.example,2025-09-14,2025-09-14T08:11:10Z,shipped,USD,"2,131.41"
ORD-100660,Élodie Moore,elodie.moore6391@acme.test,11/16/2025,2025-11-16T23:48:59Z,completed,EUR,"2,286.38"
ORD-109341,Betty King,bEtTy.KiNG1093@eXaMPle.cOM,23 Oct 2025,2025-10-23T07:39:51Z,completed,USD,2487.01
ORD-108467,Jennifer Češka,JEnnifeR.čEškA742@shOp.Example,30 Jul 2025,2025-07-30T14:15:48Z,pending,USD,"1,253.29"
ORD-106824,Daniel Martinez,daniel.martinez449@acme.test,01/03/2026,2026-01-03T05:00:50Z,completed,USD,992.41
ORD-102982,Jennifer Brown,jennifer.brown3906@acme.test,2026-06-26,2026-06-26T14:04:42Z,cancelled,EUR,"1,457.01"
ORD-107820,Betty Moore,bEtty.moORe6725@ExAmple.coM,01/01/2026,2026-01-01T05:08:37Z,completed,EUR,"1,871.23"
ORD-103639,Karen Thomas,karen.thomas1723@mail.test,2026-02-27,2026-02-27T06:04:05Z,refunded,USD,"-$1,325.86"
ORD-107488,Thomas Davis,thomas.davis7602@shop.example,04 Mar 2026,2026-03-04T21:46:32Z,completed,USD,1773.14
ORD-103766,Robert Lee,robert.lee1005@mail.test,04/25/2026,2026-04-25T16:53:18Z,completed,USD,784.94
ORD-107095,David Taylor,david.taylor2817@acme.test,2026-01-27,2026-01-27T07:49:10Z,shipped,USD,1688.47
ORD-101643,Björn Håkonsen,bjorn.hakonsen9050@shop.example,30 Mar 2026,2026-03-30T02:51:45Z,shipped,EUR,"1,063.14"
ORD-109439,健太 Håkonsen,健太.hakonsen9732@mail.test,22 Nov 2025,2025-11-22T05:06:39Z,completed,USD,1290.35
ORD-109240,Sarah Clark,sarah.clark2808@example.com,26 Sep 2025,2025-09-26T01:10:19Z,pending,USD,"1,292.52"
ORD-103322,Nancy Miller,nancy.miller1418@mail.test,2026-05-05,2026-05-05T10:15:11Z,pending,USD,1459.70
ORD-103289,Linda Young,linda.young3519@example.com,2025-12-11,2025-12-11T03:13:39Z,refunded,USD,437.78
ORD-105081,James Thompson,james.thompson1416@shop.example,11/25/2025,2025-11-25T10:51:25Z,completed,USD,"2,394.21"
ORD-106397,Barbara Walker,barbara.walker766@mail.test,01/26/2026,2026-01-26T04:15:18Z,cancelled,USD,"$1,665.46"
ORD-102260,Renée Martin,rEnee.MARTIn7736@aCmE.Test,2026-04-22,2026-04-22T12:35:22Z,completed,USD,"$1,793.45"
ORD-101238,Élodie Öztürk,elodie.ozturk6266@mail.test,2026-03-09,2026-03-09T15:18:58Z,completed,USD,"1,036.91"
ORD-109284,Jennifer 陳,jennifer.陳7672@mail.test,22 Nov 2025,2025-11-22T04:44:51Z,completed,EUR,155.48
ORD-100493,Sarah Martin,sarah.martin6172@mail.test,04 Dec 2025,2025-12-04T22:33:40Z,shipped,USD,"$1,717.68"
ORD-109589,Chris Thompson,chris.thompson1542@shop.example,06/27/2026,2026-06-27T17:44:05Z,completed,USD,"1,857.01"
ORD-106459,David Lee,david.lee883@acme.test,08/25/2025,2025-08-25T20:13:53Z,pending,USD,1344.86
ORD-102303,Joseph Clark,joseph.clark5384@shop.example,2025-12-12,2025-12-12T01:07:39Z,pending,USD,92.53
ORD-101240,Elizabeth Garcia,elizabeth.garcia9190@example.com,2026-04-04,2026-04-04T20:19:21Z,completed,USD,"$1,289.01"
ORD-101860,Björn Clark,BjORn.CLaRK6324@ExamPLe.cOm,09/03/2025,2025-09-03T14:00:09Z,completed,USD,937.10
ORD-104817,David Allen,david.allen8359@shop.example,09 Jan 2026,2026-01-09T16:30:33Z,completed,USD,139.40
ORD-102343,Jennifer Allen,JENNifEr.AlLEN3842@shop.eXAMpLe,12/16/2025,2025-12-16T23:17:11Z,completed,USD,46.95
ORD-101639,Thomas Hall,Thomas.HalL4599@maIl.tEsT,02 Aug 2025,2025-08-02T09:42:08Z,completed,USD,200.02
ORD-101503,Matthew Clark,mATtHEW.claRk6761@exAMpLe.COM,2026-06-08,2026-06-08T02:48:23Z,completed,EUR,"1,055.04"
ORD-102979,健太 Anderson,健太.AndErson1109@AcMe.test,27 Jul 2025,2025-07-27T13:24:46Z,completed,EUR,1079.17
ORD-109222,Lisa Young,lisa.young6041@shop.example,2025-10-01,2025-10-01T13:55:38Z,shipped,USD,"1,686.46"
ORD-104959,Chris Lewis,chris.lewis3167@example.com,10 Oct 2025,2025-10-10T15:48:07Z,completed,USD,$22.06
ORD-102147,Susan Harris,susan.harris7908@mail.test,02/23/2026,2026-02-23T09:26:20Z,pending,USD,$136.07
ORD-108734,Thomas Müller,thomas.muller4698@acme.test,2026-02-15,2026-02-15T23:36:18Z,pending,USD,"$2,068.24"
ORD-104292,Zoë Thomas,zoe.thomas9585@acme.test,01/10/2026,2026-01-10T00:54:29Z,completed,EUR,1369.64
ORD-102467,François Nováková,françois.novakova8412@example.com,11 Sep 2025,2025-09-11T12:45:29Z,pending,USD,"$2,387.87"
ORD-107919,Chris Jackson,CHRIs.jAckSON2911@mAil.tESt,2026-02-02,2026-02-02T20:42:20Z,completed,USD,"1,846.25"
ORD-100255,Chris Williams,chris.williams4889@example.com,2026-01-26,2026-01-26T15:11:59Z,refunded,USD,286.28
ORD-103426,Łukasz Müller,łUkasZ.MuLLeR1512@exAMPlE.cOm,2026-02-06,2026-02-06T19:27:53Z,completed,EUR,545.07
ORD-106382,Sarah White,sarah.white6846@example.com,13 Apr 2026,2026-04-13T09:47:23Z,completed,USD,"1,555.86"
ORD-104733,Thomas Rodriguez,thomas.rodriguez1353@acme.test,13 Jun 2026,2026-06-13T19:51:40Z,cancelled,USD,1033.40
ORD-100421,William Johnson,william.johnson4844@acme.test,04/13/2026,2026-04-13T21:20:43Z,completed,USD,"$1,022.83"
ORD-107655,Michael Češka,michael.češka942@acme.test,13 Jan 2026,2026-01-13T01:46:50Z,pending,USD,"$1,611.61"
ORD-108249,Mark Miller,mark.miller9377@shop.example,24 Nov 2025,2025-11-24T15:47:42Z,pending,USD,39.33
ORD-109151,David Håkonsen,david.hakonsen6464@example.com,2025-12-03,2025-12-03T13:47:55Z,completed,USD,492.62
ORD-105879,健太 Martinez,健太.martinez6360@acmE.TEst,03/10/2026,2026-03-10T18:36:12Z,shipped,USD,261.78
ORD-102582,Jennifer Nováková,jennifer.novakova3331@example.com,2025-12-26,2025-12-26T15:06:54Z,refunded,USD,261.27
ORD-101383,Joseph Martinez,joseph.martinez3313@acme.test,09/21/2025,2025-09-21T20:54:39Z,completed,USD,"$2,492.48"
ORD-104342,José Harris,jose.harris429@example.com,03/26/2026,2026-03-26T11:26:48Z,shipped,USD,"$1,148.13"
ORD-101015,Joseph Moore,joseph.moore6981@shop.example,07/13/2025,2025-07-13T13:33:19Z,completed,USD,"$1,692.87"
ORD-101707,William Češka,william.češka4005@example.com,2025-12-25,2025-12-25T13:07:35Z,shipped,USD,"1,674.42"
ORD-107707,Michael Davis,michael.davis7123@mail.test,2026-06-06,2026-06-06T01:01:26Z,shipped,USD,412.53
ORD-102138,Björn Harris,bjorn.harris9080@shop.example,2026-03-24,2026-03-24T07:39:22Z,completed,USD,"1,757.67"
ORD-107670,Robert Clark,robert.clark8522@acme.test,2025-12-10,2025-12-10T15:22:23Z,completed,USD,$496.24
ORD-105104,Nancy Walker,nancy.walker6731@example.com,06/03/2026,2026-06-03T17:16:25Z,cancelled,USD,"$1,827.05"
ORD-104888,Nguyễn White,nguyễn.white1717@mail.test,2026-03-25,2026-03-25T00:23:25Z,completed,USD,810.80
ORD-108943,美玲 Jones,美玲.jones7740@example.com,14 Feb 2026,2026-02-14T20:16:15Z,completed,USD,2014.82
ORD-104727,James Thomas,james.thomas7332@mail.test,05/24/2026,2026-05-24T12:40:29Z,completed,USD,"1,679.74"
ORD-109747,David García,david.garcia1020@shop.example,08/09/2025,2025-08-09T15:00:57Z,completed,USD,"1,744.73"
ORD-108783,Jessica Hall,jessica.hall9952@acme.test,2025-07-15,2025-07-15T18:26:41Z,completed,EUR,882.38
ORD-105588,Michael Walker,MIChaEL.WaLker1420@eXamPle.cOM,2025-11-12,2025-11-12T00:03:16Z,completed,EUR,74.01
ORD-108413,Patricia White,patrIcIa.WHITe8678@aCME.TEsT,2025-07-06,2025-07-06T15:55:13Z,refunded,USD,-2020.48
ORD-105181,David Johnson,david.johnson2958@mail.test,02/11/2026,2026-02-11T00:54:51Z,completed,EUR,2012.90
ORD-100248,Élodie Hall,elodie.hall5655@acme.test,2026-06-09,2026-06-09T09:07:36Z,refunded,USD,2114.25
